"","xml_link","title.x","description","show_link","number_episodes","explicit","birthday","zodiac","podcast_id","average_rating","ratings_count","categories"
"110","https://stlouisrealtorpodcast.podomatic.com/rss2.xml","St Louis Realtor Podcast","The St. Louis REALTOR Podcast has switched to Anchor.FM for podcast hosting. If you are seeing this feed in your podcast directory, email stlouisrealtorpodcast@gmail.com and we will fix it.

CURRENT RSS - anchor.fm/s/13548838/podcast/rss  (paste into your podcast directory)
Blog - hermannlondon.com/podcasts/
Facebook - facebook.com/HermannLondon/","https://www.podomatic.com/podcasts/stlouisrealtorpodcast",19,"explicit","Tue, 18 Aug 2015 17:56:03 +0000","Leo","17550e0b3b344380193881ac5aefe04a",5,67,"business-investing, business"
"111","https://voicesofyourvillage.libsyn.com/rss","Voices of Your Village","Let's get real, this whole raising tiny humans thing is wild.  That is why I created a place where parents, caregivers, teachers, and experts come together to create the modern parenting village.  We can support one another on this crazy journey so it doesn't have to be this hard.","https://voicesofyourvillage.com",226,"not explicit","Thu, 22 Feb 2018 01:09:51 +0000","Pisces","182c061ab661d23f76da9c249cbfa312",5,54,"kids-family, health-fitness-mental-health, health-fitness, kids-family-parenting, education"
"112","https://feed.podbean.com/forhire/feed.xml","For Hire","A podcast about freelancers who are making it work.","https://www.forhirepodcast.com/",13,"not explicit","Wed, 13 Feb 2019 22:12:21 -0500","Aquarius","188af5d3fac7c8e8eabce2e88a0d90aa",5,58,"business-careers, business"
"113","https://largemargesentus.libsyn.com/rss","Large Marge Sent Us","Here on the Large Marge Sent Us podcast, Sweety and Sweetie are our names and nostalgia is our game! Once a week (or more if you're lucky!) we watch movies from the 80s and 90s that shaped our childhoods and then have a sisterly chat about them. We usually sing songs and there's about a 100% chance we'll crack up with bouts of laughter.  We hope you will too! So come join us and step back into a time when life was good and the movies were even better  

Logo created lovingly by Frankie Donlon.","http://largemargesentus.libsyn.com/podcast",316,"explicit","Fri, 05 Aug 2016 22:43:18 +0000","Leo","19a9b9578003122b102da78639934104",5,73,"tv-film, comedy"
"114","https://feed.podbean.com/snarftalk/feed.xml","Snarf Talk","Comics, Movies, Television, Pop Culture and MORE!","https://snarftalk.podbean.com",164,"explicit","Wed, 14 Nov 2018 21:00:00 -0600","Scorpio","19f2799ae362c14124c74b0b058032cf",5,63,"arts, tv-film, arts-visual-arts, comedy"
"115","https://unwonk.libsyn.com/rss","Unwonk","From Deadspin.com's ""Ask a Lawyer columnist: Responding to legal questions, personally. People have said the show is ""funny,"" ""makes law fun,"" and ""spends an uncomfortable amount of time talking about dark childhood memories."" We like questions - please visit unwonk.com to submit yours.","http://unwonk.com",22,"explicit","Tue, 07 Apr 2015 03:37:58 +0000","Aries","19f9eab2d0d8f26b404928c1938ca0c4",5,94,"society-culture, society-culture-personal-journals, education"
"116","https://feeds.acast.com/public/shows/f6a980f6-3f5c-482b-9da0-1b92892998da","Talk Art","Actor Russell Tovey and gallerist Robert Diament host Talk Art, a podcast dedicated to the world of art featuring exclusive interviews with leading artists, curators &amp; gallerists, and even occasionally their talented friends from other industries like acting, music and journalism. Listen in to explore the magic of art and why it connects us all in such fantastic ways.&nbsp;Follow the official Instagram @TalkArt for images of artworks discussed in each episode and to follow Russell and Robert's latest art adventures.<br /><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>","https://www.instagram.com/talkart/",229,"not explicit","Fri, 19 Oct 2018 12:00:00 GMT","Libra","1a41623b70518ec3b5e7de906e955038",5,74,"arts, arts-books, arts-visual-arts, society-culture"
"117","https://anchor.fm/s/6ccc9108/podcast/rss","Shut Up & Sit Down","The world's best board game review show.","https://podcasters.spotify.com/pod/show/susd",232,"not explicit","Tue, 26 Mar 2013 17:00:00 GMT","Aries","1a62a039cdd2f8864e2f89d7c1d83a03",5,1000,"leisure, leisure-games"
"118","https://feeds.feedburner.com/WhatchaSwatchinPodcast","Whatcha Swatchin Podcast","A video podcast about knitting, yarn, and buying more yarn. And now even some spinning!","http://whatchaswatchin.blogspot.com/",25,"not explicit","Tue, 5 Nov 2013 19:55:00 -0500","Scorpio","1a7927d3765d79635c053e79e44dff19",5,88,"leisure-hobbies, leisure"
"119","https://feeds.buzzsprout.com/219368.rss","Mind Over Macros","A perfect blend of science and practical application in the fitness and nutrition world. Host Mike Millner discusses ways to improve your health, your relationship with yourself, and how to accomplish your fitness goals... focusing on the most important factor: mindset.","http://www.peakoptimizationperformance.com",389,"explicit","Tue, 22 Jan 2019 00:00:00 -0500","Aquarius","1aa76b92428f1f1709d8b189140be3e1",5,65,"health-fitness, health-fitness-fitness, health-fitness-nutrition"
"120","https://feed.pippa.io/public/shows/5ac6b99fef7a4c2376786e2a","Off the Seton Path","Off The Seton Path is a podcast about the search for bars, music, and experiences that are off of the trail well traveled.&nbsp;<br /><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>","http://www.danpatrick.com",32,"not explicit","Fri, 06 Apr 2018 03:04:06 GMT","Aries","1d1dbadbc45881437634b109012c6dc4",5,94,"society-culture-places-travel, sports, society-culture"
"121","https://marriageonthego.libsyn.com/rss","Marriage on the Go","Join Matthew and Sabrina Schlesinger as they talk about how to be married, stay married, and enjoy being married. They cover tough topics while offering real hope, real strategy and real solutions so your marriage doesn’t just survive, but it thrives!

For more resources, follow @sabrinaschlesinger","http://marriageonthego.libsyn.com/website",100,"not explicit","Mon, 01 Oct 2018 07:00:00 +0000","Libra","1d5e5bc1a8260ab8194f14b47ab502c0",5,56,"society-culture-relationships, religion-spirituality, society-culture, christianity"
"122","https://feeds.megaphone.fm/tabletopescapades","Tabletop Escapades","Podcast by Easy Allies","https://easyallies.com",149,"explicit","Fri, 15 Apr 2016 21:49:48 -0000","Aries","1dc168ca6e6cee1a882cc91281e4a5c5",5,82,"leisure"
"123","https://feeds.blubrry.com/feeds/team_building.xml","Team Building Podcast","Real estate entrepreneur, Jeff Cohn, conducts in-depth video interviews with team leaders, broker/owners and thought leaders around North America. 

If you're currently running a real estate team and plan to scale your business and grow your revenue, the Team Building Podcast arms you with proven systems and strategies to create your own custom blueprint for growth.

With over 100,000 downloads a year, the Team Building Podcast examines how to pivot and thrive in an ever-changing real estate landscape. Jeff dives deep into creating a hybrid tech-powered office, lead generation and conversion, accountability, leveraged roles, and the creation of ancillary businesses to create long term wealth.","http://eliterealestatesystems.com",286,"explicit","Wed, 08 Jul 2015 10:04:47 -0400","Cancer","1eddad763f965d3b098778a73a8ec816",5,87,"business-management, business, business-marketing"
"124","https://feeds.buzzsprout.com/1625728.rss","Top One Percenter Show","A weekly show where our hosts Paul Salamanca and Thomas Boccard interview top sales professionals, athletes and entrepreneurs on what it means to have a Top One Percenter mentality.","https://www.buzzsprout.com/1625728",25,"explicit","Tue, 19 Jan 2021 02:00:00 -0500","Capricorn","1f83daf7ed90fcc5d30b7463667750af",5,92,"business, education"
"125","https://feeds.captivate.fm/breakthrough-success/","Breakthrough Success","Breakthrough Success is the podcast for business owners and freelancers who are looking for content marketing tips to increase revenue. Business freelance writer Marc Guberti interviews guest experts on the show and releases solo episodes every week. You'll probably enjoy the show if you're looking for the answers to questions like these:

What is the best content marketing strategy?
How do I get freelance writing clients?
How can I get more blog traffic, YouTube views, or podcast downloads?
Which social media marketing tips actually work?
How do I make money from my content?

Ready to grow your business? Subscribe to Breakthrough Success to receive weekly insights on how to monetize your content brand.","http://marcguberti.com/breakthrough-success-archives/",200,"not explicit","Mon, 27 Jul 2020 13:00:00 -0400","Leo","208284ff6bb64a1581607fdfa09955cc",5,57,"business, business-careers, business-marketing"
"126","http://www.thinkhardpodcast.com/episodes?format=RSS","Think Hard","Philosophy is sometimes seen as impractical and impenetrable, but on Think Hard, two trained philosophers have accessible and lively conversations about contemporary culture, politics, and society. Each episode, we weave together topics as current as the Black Lives Matter movement, the status of feminism, or the crafter “Etsy economy” with those as timeless as meaning, value, identity, truth, and knowledge","http://www.thinkhardpodcast.com/episodes/",66,"not explicit","Wed, 05 Apr 2017 18:17:16 +0000","Aries","209f6d6a8285325ac090ea2a257b0c20",5,52,"society-culture, education-courses, society-culture-philosophy, education"
"127","https://feeds.soundcloud.com/users/soundcloud:users:397338450/sounds.rss","Let's Get Unraveled","Humans first. Photographers second.  Let's talk about life.  Let's get you all UNRAVELED.","https://theunraveledacademy.com",46,"explicit","Thu, 31 May 2018 06:06:38 +0000","Gemini","230b6358d3a74450c4b687d9306c3e68",5,80,"arts, arts-visual-arts"
"128","https://feeds.megaphone.fm/EMWO1717214128","East Meets West Hunt","The East Meets West Hunt Podcast is your resource for all things adventure hunting. This podcast is for the hunter that loves planning and preparing for the hunt, just as much as the hunt. Whether it's deer hunting for big woods mountain bucks, chasing elk in the Rocky Mountains, and anything in between, we will talk to successful hunters from all over to provide the EMW community with useful knowledge and motivation to continue to live their life through a series of adventures.","https://www.eastmeetswesthunt.com",294,"explicit","Fri, 29 Jun 2018 03:04:46 -0000","Cancer","23c61755770db63c2cc3218d898e5589",5,82,"sports, sports-wilderness, education"
"129","https://anchor.fm/s/82f49c0/podcast/rss","New York's Got Talent","New York's Got Talent is a podcast hosted by New York Nico (@newyorknico) that highlights the unique individuals that make the city of New York a whole lot less boring.","https://podcasters.spotify.com/pod/show/newyorksgottalent",20,"not explicit","Sun, 05 Aug 2018 21:50:46 GMT","Leo","24b9fc696f13838dc7690cc3b7a7da01",5,66,"society-culture-documentary, society-culture, technology"
